"","MIX_1","MIX_2","MIX_3","MIX_4","MIX_5","MIX_6","MIX_7","MIX_8","MIX_9","MIX_10","MIX_11","MIX_12"
"cg13699412",0.370930965749455,-0.731714409431153,-0.642054145068123,-0.412283722914691,0.629693476171315,-0.571276225960636,0.436697187877185,-0.493832550571166,-0.673099969718871,0.497827217453762,0.853418227411612,0.378284606480654
"cg14054880",0.589842221961895,-0.480805795363193,-0.518588442790951,-0.32260299572244,0.769504974315675,-0.510291311939377,0.473948928007434,-0.419535297022052,-0.606926957305386,0.551842711704408,0.783311883329139,0.364457258763008
"cg01899759",0.58924339753573,-0.546292111233136,-0.597744125960321,-0.362172953034703,0.678819581011082,-0.496765971480311,0.447318360380268,-0.428620135517584,-0.647442625587793,0.822189788514585,0.836617436954302,0.435061724990914
"cg27557168",0.475418335814129,-0.612708875791969,-0.516408047152772,-0.28886755888447,0.814696768491153,-0.40661185848679,0.570475864548867,-0.332726166280962,-0.647229986628739,0.66832536225542,0.850100298169317,0.490053311281388
"cg16649792",0.421332164973141,-0.551233140248971,-0.59514637348604,-0.409915334777668,0.603763380381842,-0.630682680320026,0.386856151842673,-0.460090676389084,-0.624454819244298,0.56973658752887,0.767745396905961,0.297576083381709
"cg25576801",0.020884048479136,-0.798805878561595,-0.775596131752216,-0.561155214147135,0.40017831238675,-0.805267345632921,0.114335279974793,-0.637751359271226,-0.719866644033826,0.233409981342717,0.613601321610248,0.106636502108694
"cg04206190",0.380816471737979,-0.547225718437044,-0.547306371739642,-0.382860638579954,0.636675400672187,-0.533333661708625,0.343748707175682,-0.362478181533434,-0.551393458301542,0.560457296772897,0.750211621216981,0.348366496902931
"cg02735685",0.209498583764354,-0.61041633124006,-0.600341694530985,-0.394984795595303,0.583870053967519,-0.610320834722194,0.215459735931322,-0.425843585697784,-0.620317759925171,0.387816446472826,0.619115424976068,0.212448497497198
"cg19260752",0.565397376131615,-0.444516272295791,-0.379451585044074,-0.221601774867573,0.695914995221758,-0.5063209604637,0.532121061359848,-0.333669263490199,-0.474287015632795,0.602155551416335,0.821066361636341,0.421840519538589
"cg11386978",0.599634442083982,-0.412388985342445,-0.273618353941598,-0.144797511041588,0.801296762451786,-0.384904788639409,0.569139904228507,-0.201132838359043,-0.499774074215772,0.721537238547569,0.854651726700524,0.546604177358581
"cg01530292",0.0412263281542198,-0.724843948570554,-0.710956930806838,-0.473567439694546,0.431640654497464,-0.675597082625314,0.17746310483858,-0.483725112950584,-0.737585158959538,0.247961185461185,0.607052748397233,0.0486272099319246
"cg03865101",0.179877550456451,-0.708474499812477,-0.647967223442716,-0.472488229896601,0.502104659309522,-0.67028219930816,0.300639996499196,-0.59161851612614,-0.753740476120831,0.300807927720015,0.522620115770651,0.182553361566279
"cg04449166",-0.749220844486994,0.0417698152913888,0.272124583453389,0.140712899348854,-0.895078465529138,0.0689818590637899,-0.552703044806055,0.206394173900248,0.280398996744093,-0.720188812638604,-0.991250468358415,-0.541056596879532
"cg20246452",0.57488066039459,-0.498793760087745,-0.419913503596195,-0.264437220065181,0.735125484258207,-0.414309749859387,0.486515851009369,-0.239006212479652,-0.545400799046629,0.608164148362039,0.751071894295444,0.478820292670097
"cg04100356",0.270474873647439,-0.824561588344627,-0.710803275580035,-0.539501357175546,0.438919260548137,-0.717116946899858,0.282600661418723,-0.572021826065215,-0.806994754127379,0.357276373759083,0.582917867076411,0.192471382783833
"cg25074794",0.386449885088039,-0.262041885319549,-0.410146357264344,-0.143702482941681,0.646380948119867,-0.308236221858861,0.357482414723424,-0.202229910525094,-0.297660043693596,0.540478920232718,0.851787956054017,0.394617720835387
"cg27305893",0.108057216721178,-0.670519137898091,-0.609740119758737,-0.51924958186357,0.38768110798478,-0.62857188016943,0.145010174723811,-0.52213628622947,-0.629864064632351,0.270894293251831,0.592792976811019,0.121816576992563
"cg26390455",0.333967956360198,-0.760895407168446,-0.663191614361762,-0.495921093774991,0.591466343121047,-0.664897471805546,0.244136869932225,-0.588024238186583,-0.737351131097293,0.462509468661953,0.723046009279534,0.246216556675646
"cg09694051",0.518608628851666,-0.401204217539544,-0.518015863688445,-0.135382873914882,0.79317753861127,-0.408517232636233,0.531510765306469,-0.28945188355455,-0.412114147931362,0.76834543681438,0.797015857565883,0.493754385681844
"cg20203469",0.514286680312642,-0.548039534836016,-0.449731756765783,-0.278598054703204,0.656575930053634,-0.490042401323712,0.380042032113081,-0.267088832255088,-0.513765227761191,0.514446018779072,0.843569926031076,0.384533723134481
"cg11091478",0.247913790336754,-0.672858642003211,-0.613841115331179,-0.408309549180666,0.521175717051,-0.613863417541618,0.21550644723212,-0.457122737230809,-0.614444932752117,0.610213025940909,0.719188412002437,0.190757293488971
"cg01044849",0.565052703090394,-0.401121408646953,-0.391200422876194,-0.175061042104402,0.712988946658879,-0.423436383653748,0.538378268265429,-0.312253420246836,-0.547152267846054,0.577970966136472,0.886052692775752,0.462895782994241
"cg24392753",0.434162256541333,-0.516186187824759,-0.537228816533345,-0.253978028707775,0.646616569925526,-0.515589591204901,0.368108421387183,-0.418495397355329,-0.591422539233512,0.566470924178826,0.75072279225644,0.402917639369973
"cg14863672",0.30035320963902,-0.654077227264286,-0.595902777310737,-0.519610408112715,0.477719315879502,-0.628312582995638,0.175125231164534,-0.506256450338281,-0.592880913633364,0.330577723408691,0.620331429198436,0.191244825823401
"cg14836884",0.315454032422113,-0.455254243524968,-0.496595587537266,-0.279178941812415,0.670680207237851,-0.551459787461898,0.292073617636296,-0.319140180064707,-0.544658587388549,0.583845328887093,0.760650444434769,0.310165274028815
"cg17540105",0.331705677288267,-0.563718416139001,-0.557968449937113,-0.398883468958008,0.567139622728235,-0.599562668785325,0.227201555001678,-0.474668379761204,-0.650474638781004,0.422804731568422,0.665735756672152,0.24870735015312
"cg19423170",0.434757325290786,-0.449851629735628,-0.507167434585366,-0.242367214416032,0.785723759209686,-0.398535868514145,0.518211523257188,-0.230009265599529,-0.429992059579156,0.66379216172113,0.814938446587696,0.439478685493906
"cg16275316",0.0651541574938164,-0.78350911262112,-0.774112835559703,-0.561161516720015,0.370451191975384,-0.701625259455268,0.135938268954059,-0.593864474942591,-0.736085448953005,0.226935740810093,0.566626360476375,0.0646865551250353
"cg18279004",0.46214231797077,-0.612274187955306,-0.446882382942232,-0.333776309758246,0.53226089344404,-0.465149240914652,0.38276358133766,-0.35822419479195,-0.492405982945246,0.477647536800278,0.725676351478904,0.391614429854534
"cg19983500",0.64115858858067,-0.408907653803372,-0.415142090755218,-0.155150161825768,0.709968311340509,-0.418655158341196,0.659079802381296,-0.203707249493158,-0.40675544535502,0.61988166555607,0.865639277751973,0.518650641425604
"cg13571698",0.646082667173465,-0.563668841696913,-0.496586795798829,-0.0735320711056591,0.841786829751243,-0.398770838192914,0.522564344475278,-0.375768045373895,-0.485826496122281,0.610925902685149,0.83270354047263,0.418626829774283
"cg06230847",0.635539101614165,-0.264051086238661,-0.206238792256028,-0.0863776916102782,0.875234375585799,-0.294701965775521,0.554818453749349,-0.0926964562751871,-0.174526557488762,0.673198392459918,0.972101270632019,0.584426986857692
"cg22528063",0.232587093570442,-0.499527413091905,-0.566969815754581,-0.384641979265709,0.482393508140224,-0.515530248512943,0.241094973262668,-0.382906054815709,-0.524872665923351,0.37183452612616,0.67359844121815,0.245794601302774
"cg10650269",0.0221118256090278,-0.740886319429266,-0.711233503513781,-0.601311877570486,0.204770069519403,-0.758290378298301,0.0172009237519244,-0.589840608668412,-0.712564879898205,0.126963696377891,0.422240488669751,-0.0153149886420837
"cg09529591",0.384888688503073,-0.405887045623543,-0.295065645546053,-0.252905261088555,0.5196492619658,-0.333913723502126,0.391641041846775,-0.228373289634204,-0.368014059126504,0.464010560874387,0.662298793925552,0.307392582912205
"cg04036920",0.369523359892368,-0.462167117429712,-0.358815628265902,-0.210295643761683,0.645322710396978,-0.373701500177474,0.438177964042515,-0.371238919161253,-0.379458082441472,0.560232171373026,0.758452664497357,0.356540478336165
"cg11155735",0.563149151009157,-0.366707813396807,-0.301778675293327,-0.1098565859776,0.846273983860375,-0.385217400449525,0.631937754651911,-0.0729415336727266,-0.291527553081582,0.709477492244014,0.937290079809582,0.563854185960192
"cg05568737",0.41622406995777,-0.674509824781061,-0.628500737037259,-0.367202102883971,0.503703528634091,-0.63725943455626,0.390111382063343,-0.423889031547377,-0.650306537013628,0.524382880707231,0.708973788871844,0.181082027082971
"cg13785123",0.670911331571354,-0.266168202783292,-0.413532345598,-0.0312109809419125,1.12337733718864,-0.24218501273363,0.629683569272666,-0.128181902981169,-0.33909834612624,0.831154092541333,1.0085513804809,0.540485457426746
"cg16509045",0.0209059256003499,-0.746705442567426,-0.762543876755276,-0.638237648554316,0.206520451324502,-0.770091606064098,0.0767271248972617,-0.635800938877475,-0.747994816257895,0.21630244273723,0.292420631509996,-0.018072600943876
"cg15595478",0.064075875315182,-0.767494497411402,-0.773298947452113,-0.564870326491695,0.291592316921243,-0.745656860045156,0.0680841709440704,-0.670040007078542,-0.73692958164791,0.157836986046169,0.456182530370284,0.0617477005200649
"cg26065310",0.459251065009651,-0.59663554422221,-0.588037105095065,-0.444136963882954,0.715466872047054,-0.516099706720598,0.344195508465357,-0.404421755888964,-0.531061731903667,0.576978192831305,0.718602248935877,0.288751174554795
"cg04855678",0.408589334585401,-0.469461815666743,-0.674430238851971,-0.371321110751009,0.548171030264136,-0.325127923962229,0.355993000379752,-0.391415269041291,-0.602041546221945,0.649815251560484,0.668511988442169,0.260909294287263
"cg13996193",0.483279687527795,-0.624706861532567,-0.678404385736837,-0.345493001656695,0.703175692400948,-0.637238361014448,0.371642482420841,-0.38248170127968,-0.631869165985516,0.7149765217401,0.73484606120604,0.379494645731156
"cg07319315",0.464320033240485,-0.535619049322624,-0.488219950466402,-0.220205563427008,0.548040007119987,-0.495339561069501,0.477869825590688,-0.258206484353812,-0.490247702511098,0.567179138432972,0.748741566978234,0.386388415452408
"cg23588378",0.193970301096599,-0.589258363558348,-0.627654096045504,-0.382885268135368,0.433433996116496,-0.631543763074817,0.301298070945069,-0.461416738465237,-0.594263284161263,0.391227351536428,0.500013510966283,0.161658648495121
"cg15891546",0.15505386532654,-0.57485252885053,-0.658550167346885,-0.424661433369965,0.416875213044479,-0.62006535741414,0.191975987645844,-0.3368469105352,-0.634786765706702,0.456424104743045,0.476101602113772,0.145693504350862
"cg26306976",0.586990082830131,-0.13474102896661,-0.0185034917061167,0.0516883701891747,0.711554380264615,-0.098628976693684,0.491572402950665,0.0220673984014241,-0.0902628031843837,0.548940507916735,0.719953200029534,0.547918250716675
"cg12688686",0.231140886536205,-0.689499678783188,-0.604688089524145,-0.5654038564951,0.320337075383715,-0.61243024971316,0.259523575073728,-0.394428863634746,-0.665935437852603,0.433879277434165,0.538011865815141,0.179318814625273
"cg27420834",0.726529136519835,-0.0856214510252474,0.0909389540268252,0.140015587714091,0.901531835188439,-0.0877470569395472,0.724950201188206,0.104554654041114,-0.0873641885733213,0.702980532549499,1.01995579750763,0.689113279303649
"cg26262442",0.718896615311312,0.05119951344158,0.0127484058461391,0.177399852602491,1.00311431951358,0.132021475905448,0.830012822391979,0.101138706784092,0.159643346779371,0.879647547656602,1.07680193948432,0.831413895844666
"cg06398054",0.285752100227879,-0.600635556769087,-0.712881048093688,-0.468504455554044,0.526658203964907,-0.589004653212499,0.341417512779601,-0.47665229352672,-0.618555647828715,0.493909576947876,0.639066146749894,0.206796923261443
"cg21090866",0.689214495741947,-0.234091741781566,-0.550864201499572,-0.0878822087197935,0.761981832019169,-0.29175544623295,0.503449300151076,-0.237841565222989,-0.443391742667276,0.733187462920841,0.888160465227531,0.380750612653539
"cg25757820",0.533449614372844,-0.437389362361427,-0.465230915749019,-0.347431311317657,0.688501701332509,-0.496977772005715,0.438111363493755,-0.315601438680189,-0.520784071267409,0.573582857510396,0.77982001878066,0.414197496086921
"cg18497973",0.252321255640159,-0.707967948400674,-0.614815143721874,-0.473757102062184,0.363535860012145,-0.676357274529802,0.218684601063003,-0.444325375186983,-0.721534594823953,0.374947002553324,0.703949950540255,0.27303642212575
"cg22523050",0.0580423169164178,-0.615305687548631,-0.652001802007403,-0.484225980079031,0.158306838724134,-0.695250327793247,-0.0357888609519136,-0.518935913795691,-0.669714116661135,0.161657472345829,0.318538310458173,0.0753932849088805
"cg14861383",0.370399477984113,-0.5647543670203,-0.527872235595177,-0.373679232891168,0.474190836748206,-0.574593632549031,0.320017855433479,-0.394941056197777,-0.564497844625303,0.441093752701684,0.68849250708035,0.306905735727653
"cg16023546",0.227813671820186,-0.62558154850996,-0.750788354622342,-0.447424370316733,0.40280121238508,-0.646458700691964,0.178511189508328,-0.506497508891482,-0.681868732614013,0.331920767607298,0.581805198169608,0.166779099954575
