"","Neu","NK","Bcell","CD4T","CD8T","Mono"
"cg13699412",-1.26175307758469,0.910515205206819,0.966537825225818,0.977533863598276,0.983214635461944,0.884845495662146
"cg14054880",-1.13801725099741,0.961266075749747,0.96240260671178,0.956299487494223,1.03126247435045,0.98070996069966
"cg01899759",-1.20331898649055,0.970249579807211,0.986085909585823,0.995761492637259,1.02425585079025,0.86127113334859
"cg27557168",-1.20772495673588,0.990443905540498,1.04782490045102,1.0112404145057,1.01517338942174,0.893433840516231
"cg16649792",-1.26225795948313,0.911135910367676,0.931713133848381,0.955842549224167,0.997350088344359,0.682534337322569
"cg25576801",-1.1520328607739,0.761570402175944,0.893008094416117,0.852188310687327,0.816782896676325,0.863054449185062
"cg04206190",-1.01572083208119,0.940678672857747,0.961037072130286,0.942812120081372,0.942179967951781,0.818824903512061
"cg02735685",-1.00678167852568,0.909392130999424,0.908139240798819,0.912131178015844,0.924263357547986,0.775312182722376
"cg19260752",-0.849731808078307,0.925138969817555,0.970013553059883,0.98762470075125,0.992120406383707,0.975262509529101
"cg11386978",-0.916962156559981,0.951962832483116,1.03320079382459,0.932332260878544,0.914688689942324,0.967481563215059
"cg01530292",-1.17521892911606,0.798830776061832,0.856983885388591,0.914269844628051,0.921030427301714,0.540991294069637
"cg03865101",-1.32921957853321,0.471066170662484,0.777568967732522,0.91387726256588,0.90283970951732,0.767065606236459
"cg04449166",0.77175242464039,-1.17759601214328,-1.41437214038988,-1.05350814295676,-1.11458112040231,-1.14104056171807
"cg20246452",-1.23850756149383,0.965488792921356,1.03204388185735,1.03283197912619,1.01689067821466,0.569258050143808
"cg04100356",-1.31085332503006,0.652809382694091,0.9013632291673,0.71123008257759,0.926694714480612,0.438944196812674
"cg25074794",-1.01011859764329,1.07796537030724,1.14655549179274,1.11658657279374,1.12557451606666,0.821113122555175
"cg27305893",-1.06926956330853,0.875195087431609,0.943994620770461,0.930415819664736,0.904421680511426,0.651196796284854
"cg26390455",-1.13449052152908,0.636019237668028,0.962391553998945,0.959476024882377,0.944662326512367,0.568324725671014
"cg09694051",-1.01181890175605,0.937486304542541,0.809406992698749,0.923544444314627,0.941587109294389,0.684878458561062
"cg20203469",-0.655177492450137,0.958719176490189,1.00391178726196,0.986636433244386,0.990066817209394,0.945125440100193
"cg11091478",-0.983081779357502,0.955766041644508,0.997779137529004,1.01856568175824,1.03845284923658,0.65529599515165
"cg01044849",-0.747266418385745,0.926226519834539,0.965078255444928,0.992820493867217,0.979130346312804,0.892718654610248
"cg24392753",-1.01948011764559,0.992846534189011,1.03796562214309,1.01043360145536,1.02881285682373,0.714976366214693
"cg14863672",-1.14582334103411,0.554715817843037,0.921435520774303,0.852311212325171,0.824446919244355,0.694548146368964
"cg14836884",-0.753587093484297,0.856582410247341,0.898570741904765,0.931553372126805,0.940631784117739,0.831378063986469
"cg17540105",-0.878108170008886,0.776203827035557,0.855453531496496,0.839711745714481,0.840997325766386,0.687606242734665
"cg19423170",-0.891502751430633,1.02630843553443,1.03359205326036,1.05114783480246,1.02713909610292,0.854662339238494
"cg16275316",-1.22699344995288,0.830819669032129,0.860034019001069,0.833751442361322,0.870575804574365,0.333714615240104
"cg18279004",-1.03562150378702,0.782803823311072,0.797728644584206,0.834938498441339,0.814402353222883,0.592328452177177
